Date _Time,Restaurant Name,Food Category,Delivery Fee (CAD),Total Cost (CAD),Delivery Time (Minutes),Customer Rating,Payment Method,Delivery Count,Location
2021-08-29 14:54,KFC,Italian,2.998960615,50.41406318,37.47440146,3.611970926,Gift Card,118,Toronto
2021-08-30 7:07,A&W,Vegan,6.203561011,28.17573673,35.69528404,3.009099458,Cash,134,Toronto
2021-08-31 18:27,Pizza Hut,Mediterranean,2.87592778,71.47830585,36.20860493,3.885956693,Cash,180,Toronto
2021-09-01 3:11,Taco Bell,American,3.62282591,75.24793752,25.02096725,1.023712861,Gift Card,132,Toronto
2021-09-02 0:40,Chipotle,Indian,9.986550053,30.11978261,52.54462904,3.369763022,Gift Card,158,Toronto
2021-09-03 22:12,McDonalds,Thai,6.330901107,90.52532952,21.43064972,4.38962454,Cash,93,Toronto
2021-09-04 23:21,A&W,Chinese,4.272467112,52.56216682,41.12906431,2.427599549,PayPal,191,Toronto
2021-09-05 2:15,Burger King,American,9.958199637,27.14190215,46.47513552,1.433157426,Cash,181,Toronto
2021-09-06 1:45,A&W,Chinese,9.732471348,79.96138584,28.29877752,2.683508999,PayPal,67,Toronto
2021-09-07 8:38,Dominos,Vegan,5.525912329,82.1478325,56.23400768,3.908417796,PayPal,142,Toronto
2021-09-08 13:33,KFC,Japanese,4.08322487,69.34011518,53.54196828,1.429204841,Cash,87,Toronto
2021-09-09 2:05,KFC,Japanese,8.707197105,87.54457202,38.84334918,1.824194241,Credit Card,197,Toronto
2021-09-10 23:00,McDonalds,Italian,7.724965736,77.67670262,36.44595729,1.590207387,Gift Card,100,Toronto
2021-09-11 6:39,McDonalds,Japanese,7.49553148,89.98748766,29.46271701,4.187791022,Debit Card,68,Toronto
2021-09-12 1:18,Dominos,Chinese,9.144909931,51.88048412,49.19972899,1.25157049,Cash,169,Toronto
2021-09-13 6:28,Pizza Hut,Thai,7.515337071,78.54575589,25.26975199,3.746346008,PayPal,117,Toronto
2021-09-14 1:13,Chipotle,Italian,4.270383544,99.97888289,47.20951015,2.465827683,Cash,115,Toronto
2021-09-15 17:08,Taco Bell,Mexican,7.550905295,76.61915179,53.69827944,4.023164972,Gift Card,190,Toronto
2021-09-16 1:21,Taco Bell,American,4.44650809,24.70562132,29.13886304,4.857533675,PayPal,147,Toronto
2021-09-17 12:55,Subway,Vegan,8.073911837,59.05709141,54.65709612,1.458181198,Debit Card,137,Toronto
2021-09-18 16:30,Subway,Italian,6.957982836,64.92456226,21.33292798,2.257540164,Debit Card,82,Toronto
2021-09-19 23:48,Pizza Hut,Chinese,2.619292416,29.80790738,56.51149542,4.240501711,Debit Card,154,Toronto
2021-09-20 4:37,Subway,American,6.102682899,96.84578891,24.73448911,2.064633544,Credit Card,123,Toronto
2021-09-21 13:59,Subway,Thai,4.746407754,29.9242811,45.83036712,1.860482388,PayPal,131,Toronto
2021-09-22 3:43,Dominos,Fast Food,4.628565062,30.09242318,30.00329876,4.301511911,PayPal,68,Toronto
2021-09-23 18:11,Dominos,Vegan,6.818050419,92.78920673,53.46209565,4.948329456,Credit Card,120,Toronto
2021-09-24 22:23,Subway,Chinese,4.578598596,54.54246182,40.49201444,3.227522361,PayPal,106,Toronto
2021-09-25 10:05,A&W,Vegan,8.215149986,20.37100374,25.40964765,2.112194993,Credit Card,196,Toronto
2021-09-26 0:18,Starbucks,Indian,2.566331488,65.84593749,42.83966285,2.594263846,Cash,128,Toronto
2021-09-27 10:39,Starbucks,Fast Food,7.283106019,66.15523963,36.31530441,1.68052131,Gift Card,91,Toronto
2021-09-28 22:46,Pizza Hut,American,8.473558429,20.48256449,46.45791266,4.047549116,Debit Card,165,Toronto
2021-09-29 22:46,Taco Bell,Japanese,7.382653519,97.66441213,55.27613139,4.093896071,Credit Card,53,Toronto
2021-09-30 1:36,McDonalds,Chinese,5.97783356,61.24254705,36.37556525,4.50048397,Credit Card,53,Toronto
2021-10-01 17:55,Pizza Hut,Vegan,9.60245611,62.58263639,31.59522718,1.106410254,Credit Card,54,Toronto
2021-10-02 2:54,Subway,American,4.399507918,59.20981023,20.58060378,3.247925367,Cash,90,Toronto
2021-10-03 22:41,Dominos,Japanese,2.1533431,66.91220127,42.99356151,1.857021737,Credit Card,157,Toronto
2021-10-04 22:56,KFC,Thai,5.455914972,37.46547899,36.0909907,2.363532062,Gift Card,136,Toronto
2021-10-05 23:34,A&W,Thai,2.264095487,39.41551458,34.98596876,4.139822461,Gift Card,153,Toronto
2021-10-06 18:58,Burger King,Vegan,9.63149402,58.46382263,27.31741285,1.768134609,Debit Card,166,Toronto
2021-10-07 5:47,Dominos,Italian,3.679344366,83.56829765,37.20221381,3.553367002,Cash,150,Toronto
2021-10-08 0:00,Starbucks,Indian,8.311416192,19.238489,59.37767814,3.618264765,Gift Card,124,Toronto
2021-10-09 1:02,Dominos,Italian,8.196576665,66.28935804,31.91016615,4.81637566,PayPal,124,Toronto
2021-10-10 3:45,A&W,Indian,3.741831197,83.57614211,43.98817654,4.100643714,PayPal,62,Toronto
2021-10-11 7:02,McDonalds,Chinese,6.969812244,28.33796812,51.05947525,4.214540589,PayPal,191,Toronto
2021-10-12 17:22,Subway,Mexican,2.384631748,16.27691607,49.96631293,3.126402996,Credit Card,74,Toronto
2021-10-13 0:30,KFC,Vegan,5.868596686,41.58063009,33.1509715,1.747123229,Credit Card,164,Toronto
2021-10-14 14:04,Starbucks,Mediterranean,2.117177018,64.99221507,44.43440334,2.702253463,PayPal,131,Toronto
2021-10-15 10:32,Starbucks,Vegan,9.369151041,26.75406974,54.85058741,3.197958294,Debit Card,59,Toronto
2021-10-16 0:23,Chipotle,Fast Food,9.808688194,51.22040153,20.61789711,3.713677007,Debit Card,99,Toronto
2021-10-17 13:56,Taco Bell,Japanese,3.778262133,61.94732728,37.42937427,3.430836447,Credit Card,191,Toronto
2021-10-18 16:22,McDonalds,Fast Food,3.664848277,65.90506305,28.97093673,2.575911316,PayPal,64,Toronto
2021-10-19 20:34,Starbucks,Thai,8.029761412,38.32499629,35.54529162,2.061252428,Debit Card,65,Toronto
2021-10-20 2:40,Taco Bell,Indian,4.027035191,49.00251906,36.63958432,1.672923373,Credit Card,51,Toronto
2021-10-21 21:18,Starbucks,Japanese,9.160612473,81.15883447,49.86683859,3.775381545,PayPal,79,Toronto
2021-10-22 1:53,Subway,Thai,6.591433089,95.003249,23.7528749,3.581594697,Cash,131,Toronto
2021-10-23 8:23,Taco Bell,Japanese,4.806220984,88.25982815,40.50335613,3.749489863,PayPal,80,Toronto
2021-10-24 15:54,A&W,Italian,8.661549971,62.96409765,42.56779167,2.490109811,PayPal,126,Toronto
2021-10-25 20:43,Chipotle,Thai,5.947253603,49.87488825,39.76630414,2.04963129,Gift Card,197,Toronto
2021-10-26 5:56,Subway,Italian,9.29306331,43.30131222,49.27493012,4.038885315,Gift Card,163,Toronto
2021-10-27 2:48,A&W,Italian,9.424113894,25.62130812,35.35165024,4.09458958,Cash,84,Toronto
2021-10-28 16:08,KFC,Japanese,3.323361217,24.05685601,57.79868255,2.822465496,Cash,72,Toronto
2021-10-29 4:01,McDonalds,American,2.018587249,73.51039812,39.2721377,3.447616339,PayPal,155,Toronto
2021-10-30 23:18,McDonalds,Fast Food,9.871447521,37.08252537,42.84855638,2.494078657,Debit Card,146,Toronto
2021-10-31 2:18,Burger King,Thai,9.249100289,36.64624335,53.02123293,3.8077888,Cash,164,Toronto
2021-11-01 1:36,Burger King,Mediterranean,2.443561886,99.84657963,31.00944424,4.342886387,PayPal,149,Toronto
2021-11-02 2:26,Taco Bell,American,8.664274112,30.97370642,23.00808115,3.752933109,Credit Card,104,Toronto
2021-11-03 20:05,McDonalds,Fast Food,5.66243946,27.58507956,48.31135913,3.050330507,Gift Card,57,Toronto
2021-11-04 18:00,Taco Bell,Thai,4.07169284,23.38824436,39.32047422,2.834631838,Debit Card,108,Toronto
2021-11-05 17:45,Burger King,Indian,9.029972189,64.28345434,55.86017004,3.569278604,PayPal,177,Toronto
2021-11-06 14:25,KFC,Fast Food,3.573337859,68.36842521,59.30720195,3.719243566,Credit Card,81,Toronto
2021-11-07 9:02,Starbucks,Mediterranean,9.578399995,46.04437373,35.96437402,3.234917774,Gift Card,142,Toronto
2021-11-08 11:31,A&W,Vegan,3.644971902,60.51013352,36.61756065,3.4997691,Credit Card,56,Toronto
2021-11-09 17:05,Dominos,Chinese,6.909465502,82.01396013,36.31850409,1.38635473,PayPal,51,Toronto
2021-11-10 21:51,Taco Bell,Italian,3.784690676,84.53885431,32.98216439,4.807062065,Cash,134,Toronto
2021-11-11 19:21,KFC,Chinese,6.36534932,96.42252644,51.26748391,4.163092255,Gift Card,183,Toronto
2021-11-12 15:03,A&W,American,7.471801039,85.0627788,50.3598305,2.495711479,Credit Card,155,Toronto
2021-11-13 12:09,McDonalds,Vegan,3.521823447,63.01152212,39.14579482,3.251250444,Cash,85,Toronto
2021-11-14 20:45,Starbucks,Italian,6.167086262,30.2708421,21.78644866,1.189298121,Debit Card,94,Toronto
2021-11-15 5:30,A&W,Thai,5.752477955,23.4799024,32.38237206,1.164911256,PayPal,91,Toronto
2021-11-16 10:16,Chipotle,American,2.568299371,19.63351064,31.69212186,2.00319334,PayPal,102,Toronto
2021-11-17 6:43,Burger King,Mediterranean,8.546462541,71.6546957,52.44348985,3.758806569,Gift Card,159,Toronto
2021-11-18 8:27,A&W,Japanese,4.685459205,83.64058171,23.50302294,4.408590991,Credit Card,58,Toronto
2021-11-19 19:10,Dominos,Thai,6.59665758,58.23813581,52.22701516,3.23674352,Debit Card,136,Toronto
2021-11-20 21:28,KFC,Fast Food,6.118273879,19.65070486,46.76734609,3.128530958,Gift Card,163,Toronto
2021-11-21 17:18,Starbucks,Japanese,6.106084037,60.51499884,49.29765837,2.609238135,Gift Card,124,Toronto
2021-11-22 3:45,Subway,American,2.857779154,94.53868723,37.2885275,1.646391824,Credit Card,179,Toronto
2021-11-23 16:23,A&W,Fast Food,5.387856074,65.79712123,47.18903184,1.473416405,Debit Card,60,Toronto
2021-11-24 14:24,Pizza Hut,Mediterranean,5.618934074,83.80133652,44.36115779,4.042719045,Credit Card,99,Toronto
2021-11-25 18:48,Dominos,Chinese,7.869142723,83.01297511,50.75920781,4.710014205,PayPal,171,Toronto
2021-11-26 12:24,Dominos,Fast Food,8.720150655,94.23097348,37.87079338,2.833132866,Cash,192,Toronto
2021-11-27 8:12,Pizza Hut,Chinese,6.359858225,80.46944508,38.913025,3.637782635,PayPal,124,Toronto
2021-11-28 5:18,Chipotle,Italian,2.694263633,78.55454369,45.74304891,4.657830604,PayPal,80,Toronto
2021-11-29 20:42,Subway,Indian,3.894795765,34.89872652,24.32309975,1.360454532,Gift Card,141,Toronto
2021-11-30 21:40,Burger King,Mexican,3.319472215,20.0936382,37.44977793,4.081925812,PayPal,141,Toronto
2021-12-01 12:52,KFC,Thai,2.996920506,58.99595453,58.87803381,3.467267538,Debit Card,124,Toronto
2021-12-02 22:44,Starbucks,Mexican,4.927194389,25.57690768,21.5020928,3.394548715,PayPal,141,Toronto
2021-12-03 7:31,KFC,Italian,3.835148017,96.78664948,32.64018891,2.170161714,Debit Card,178,Toronto
2021-12-04 23:12,Subway,Fast Food,3.746424894,39.64360482,32.56439276,3.735573419,Credit Card,91,Toronto
2021-12-05 15:43,KFC,Italian,2.437545397,87.50025729,45.33856477,4.179191019,Gift Card,159,Toronto
2021-12-06 14:07,Pizza Hut,Mexican,2.141360358,47.94809314,24.23201438,1.45143266,Debit Card,67,Toronto
2021-12-07 16:56,Dominos,Mexican,2.822145941,42.47151124,45.14176124,3.134085724,PayPal,126,Toronto
2021-12-08 20:13,KFC,Thai,3.377579835,94.48847865,23.80160963,1.405060724,Gift Card,182,Toronto
2021-12-09 14:43,Taco Bell,Japanese,5.447869831,45.88241863,23.7981459,4.490296077,Gift Card,69,Toronto
2021-12-10 6:58,A&W,Vegan,6.08416209,48.17447224,49.12733429,3.030546891,Debit Card,176,Toronto
2021-12-11 14:24,Subway,Italian,3.124735345,24.01780127,32.96540695,4.231862757,Debit Card,124,Toronto
2021-12-12 13:08,Chipotle,Indian,5.398266732,71.98796655,59.09691791,2.472342551,Cash,111,Toronto
2021-12-13 8:14,Taco Bell,Vegan,4.733990739,39.55135023,21.49411746,1.500312907,Cash,81,Toronto
2021-12-14 17:42,Pizza Hut,Italian,3.467389148,64.77635427,37.80426655,1.165997218,Gift Card,77,Toronto
2021-12-15 2:41,McDonalds,Mediterranean,2.054725985,65.26489484,24.52543751,2.126038483,Cash,123,Toronto
2021-12-16 2:00,Pizza Hut,American,5.736142932,76.13197413,34.05515867,1.976934801,PayPal,130,Toronto
2021-12-17 6:38,Chipotle,American,7.485213994,78.34552632,59.92889802,3.241407896,Credit Card,71,Toronto
2021-12-18 21:25,Chipotle,Mexican,3.810218673,58.72845692,55.55370047,1.086955352,Gift Card,145,Toronto
2021-12-19 12:07,Taco Bell,American,3.054454639,43.13431555,21.93297635,3.082282177,Credit Card,171,Toronto
2021-12-20 9:20,A&W,Chinese,9.096341956,86.18332606,42.53023375,2.567086968,Cash,172,Toronto
2021-12-21 10:03,Subway,Indian,4.20019818,41.3385802,45.91289219,3.30848908,Debit Card,101,Toronto
2021-12-22 19:12,Burger King,American,3.788900958,58.13827303,28.38138496,3.809670113,Gift Card,127,Toronto
2021-12-23 8:59,Dominos,Fast Food,8.856775517,49.10646957,25.80422294,3.53636778,Cash,119,Toronto
2021-12-24 5:55,Taco Bell,Chinese,8.536856793,87.68166281,56.17524539,4.938577477,PayPal,186,Toronto
2021-12-25 10:59,Chipotle,Vegan,5.586771764,51.71307515,58.75265766,1.553061376,Gift Card,70,Toronto
2021-12-26 7:11,McDonalds,Chinese,5.913910891,47.81843105,59.67571429,2.718948036,Gift Card,113,Toronto
2021-12-27 18:08,Starbucks,Italian,3.741989639,73.6350139,51.59047095,2.699322947,Debit Card,125,Toronto
2021-12-28 20:41,Chipotle,Mexican,2.626413364,66.20749434,46.54008278,2.668212815,Gift Card,110,Toronto
2021-12-29 9:22,A&W,Thai,6.587454603,24.11598085,33.82921009,3.655193568,Debit Card,144,Toronto
2021-12-30 13:36,A&W,Thai,2.786759373,58.19434854,26.85593249,2.959312242,Cash,89,Toronto
2021-12-31 18:17,Chipotle,Mediterranean,5.594196376,77.51566301,23.15922397,3.069730239,PayPal,53,Toronto
2022-01-01 11:50,A&W,Indian,9.523977588,99.32635499,47.73189874,2.729423969,PayPal,80,Toronto
2022-01-02 20:15,Taco Bell,Italian,9.622675113,68.47748089,51.38893661,4.966797844,Gift Card,118,Toronto
2022-01-03 20:12,Chipotle,Thai,3.914658292,46.47491065,53.0581461,4.710245395,Gift Card,119,Toronto
2022-01-04 0:11,Chipotle,Mexican,6.99290736,34.22288598,56.55060013,2.230896757,Cash,54,Toronto
2022-01-05 3:58,Subway,Vegan,5.792610113,89.1905699,55.19718255,1.446375699,Debit Card,164,Toronto
2022-01-06 7:32,Dominos,Thai,9.005481021,84.23804303,59.98965089,4.359058896,PayPal,140,Toronto
2022-01-07 6:22,McDonalds,Fast Food,4.171446914,34.88343977,29.76256044,4.988681006,Debit Card,57,Toronto
2022-01-08 13:01,A&W,Chinese,2.029619255,32.05372766,50.53230461,2.170435576,Cash,58,Toronto
2022-01-09 0:47,Subway,Thai,3.300489647,75.78662603,43.45838049,2.431139703,PayPal,64,Toronto
2022-01-10 5:16,Burger King,Italian,4.796182409,41.77092526,30.4498053,4.766532726,PayPal,154,Toronto
2022-01-11 3:28,Burger King,American,4.525769038,41.04389786,59.27621289,3.844518072,Credit Card,56,Toronto
2022-01-12 19:02,KFC,American,8.330903353,27.944671,55.91592419,2.182553327,Cash,121,Toronto
2022-01-13 9:36,Taco Bell,Vegan,7.444485329,37.43791918,25.14062674,3.324185965,Cash,164,Toronto
2022-01-14 5:14,Taco Bell,American,4.396450557,51.3381424,21.04633369,4.776918317,Credit Card,64,Toronto
2022-01-15 12:33,Pizza Hut,Vegan,5.661950537,77.29125867,47.53323049,4.247252428,Debit Card,132,Toronto
2022-01-16 17:39,McDonalds,Italian,2.764472832,43.58618803,44.16522515,3.967330855,Credit Card,88,Toronto
2022-01-17 15:14,Chipotle,Indian,9.185171559,42.93136886,57.43262496,3.947985247,Cash,183,Toronto
2022-01-18 12:34,A&W,American,9.483398596,39.21762647,29.36021149,1.712081297,Debit Card,106,Toronto
2022-01-19 9:13,McDonalds,Mediterranean,9.838428283,55.65411174,23.37551792,4.298724957,PayPal,141,Toronto
2022-01-20 6:42,KFC,Mexican,8.948422646,30.35411933,30.36861335,2.10447453,Credit Card,130,Toronto
2022-01-21 18:50,Pizza Hut,Chinese,3.391687102,56.27861239,20.75710562,4.721466632,Debit Card,196,Toronto
2022-01-22 0:38,Subway,American,2.369571866,74.85492228,21.43571005,2.458559964,Debit Card,176,Toronto
2022-01-23 9:40,McDonalds,Vegan,6.636773819,17.53219284,56.59431224,4.430641588,Debit Card,124,Toronto
2022-01-24 2:59,Subway,Italian,9.300840215,15.83124733,34.0806633,2.064933978,Credit Card,128,Toronto
2022-01-25 0:11,Burger King,American,3.418810893,21.38544736,36.43236004,3.058107746,PayPal,59,Toronto
2022-01-26 22:42,A&W,Thai,2.056343317,60.53110525,20.73486618,1.427541182,Debit Card,156,Toronto
2022-01-27 15:42,KFC,American,8.443968368,87.62868207,30.82087121,3.640475612,Credit Card,136,Toronto
2022-01-28 9:07,Chipotle,Vegan,2.614365474,15.41517961,52.18903935,4.344317101,Cash,116,Toronto
2022-01-29 19:09,A&W,Fast Food,5.309648255,94.61621089,44.61963839,3.873789125,Credit Card,111,Toronto
2022-01-30 1:02,Dominos,Fast Food,7.431098698,24.03367348,50.15122404,3.093034052,Credit Card,180,Toronto
2022-01-31 14:03,Taco Bell,American,3.894380684,86.56859988,37.88854963,1.180463514,Credit Card,195,Toronto
2022-02-01 18:25,KFC,Chinese,2.671700508,56.04265502,32.38916887,4.733764029,Debit Card,156,Toronto
2022-02-02 16:48,McDonalds,Italian,8.160169828,71.04537792,39.31240373,3.821958194,Credit Card,197,Toronto
2022-02-03 22:02,A&W,Mediterranean,7.041400679,58.40805368,32.92284274,3.983456953,Cash,142,Toronto
2022-02-04 0:33,Starbucks,Mediterranean,9.907923876,55.54909914,53.55884387,4.178722302,Debit Card,135,Toronto
2022-02-05 12:31,Taco Bell,American,4.754464267,85.96645141,31.90694862,3.990973704,Cash,170,Toronto
2022-02-06 0:48,Taco Bell,American,2.49409909,79.25034226,46.39054562,2.764464656,Gift Card,128,Toronto
2022-02-07 10:57,Starbucks,Fast Food,7.874800283,56.0891901,25.47928889,3.934487317,Credit Card,59,Toronto
2022-02-08 11:40,Pizza Hut,Vegan,6.173867351,24.489054,47.47465975,3.500107151,Debit Card,198,Toronto
2022-02-09 18:00,Pizza Hut,Chinese,3.705631451,24.80925154,56.53198846,4.416065335,Debit Card,78,Toronto
2022-02-10 1:48,Starbucks,American,8.253831912,83.13085416,44.34332619,4.209839261,Credit Card,145,Toronto
2022-02-11 16:24,Dominos,Mediterranean,3.630043887,59.99820281,42.3942152,1.16549753,PayPal,59,Toronto
2022-02-12 0:23,Burger King,Italian,4.085293239,55.93507692,58.44473072,2.515548361,PayPal,62,Toronto
2022-02-13 3:40,Starbucks,Indian,2.740228435,72.84818152,45.09586221,1.138864609,Cash,96,Toronto
2022-02-14 5:14,Burger King,Thai,5.195458232,88.00153459,30.38201733,1.408299699,Credit Card,99,Toronto
2022-02-15 4:53,A&W,American,5.351433791,68.45421728,31.69564095,3.405642888,Credit Card,181,Toronto
2022-02-16 17:13,Dominos,Vegan,6.116494323,79.8420717,48.2122657,4.495287285,Gift Card,165,Toronto
2022-02-17 16:59,KFC,American,7.671714137,80.04799455,49.41746376,1.479299035,PayPal,162,Toronto
2022-02-18 16:57,Burger King,Vegan,9.248807429,45.28222315,32.13984927,2.80435715,PayPal,134,Toronto
2022-02-19 10:37,Taco Bell,Chinese,3.101872791,38.29707163,33.81375912,4.643515619,Credit Card,102,Toronto
2022-02-20 4:26,A&W,Indian,2.434784787,83.09894571,59.64226035,4.257203935,Cash,179,Toronto
2022-02-21 1:27,Taco Bell,Mexican,2.148249869,47.0601973,24.07810198,3.078671586,Credit Card,117,Toronto
2022-02-22 7:34,Dominos,Italian,3.148971025,91.78356055,36.18580114,4.086285757,Cash,128,Toronto
2022-02-23 19:31,Burger King,Italian,7.263595886,20.92370922,22.49790125,3.090775096,PayPal,106,Toronto
2022-02-24 12:36,Subway,Vegan,7.819816624,19.94848853,52.84313448,1.632369349,Gift Card,146,Toronto
2022-02-25 7:10,Dominos,Fast Food,8.292045708,93.79535361,23.69383356,1.498944453,Debit Card,184,Toronto
2022-02-26 15:10,Dominos,Vegan,3.949665695,70.11866771,46.96029426,1.753472928,PayPal,196,Toronto
2022-02-27 4:01,Subway,Fast Food,4.447158506,47.2659453,22.25933696,2.40368838,Cash,112,Toronto
2022-02-28 11:41,A&W,Japanese,5.865077165,79.18013526,46.91420151,4.722117071,Credit Card,114,Toronto
2022-03-01 15:01,Burger King,Mediterranean,2.505464775,72.14777885,53.72147788,4.198713655,PayPal,88,Toronto
2022-03-02 12:20,Burger King,Italian,6.889132186,60.15208898,35.95286108,2.731206245,Gift Card,158,Toronto
2022-03-03 1:05,Taco Bell,Chinese,9.869880269,23.40423413,40.88505974,2.972306839,Cash,75,Toronto
2022-03-04 16:11,Dominos,Vegan,4.886450491,84.03526492,36.06166952,2.062437831,Credit Card,61,Toronto
2022-03-05 6:17,Dominos,Chinese,8.022779801,88.61197121,32.01955035,3.817411826,Debit Card,199,Toronto
2022-03-06 6:27,Chipotle,Indian,6.000271325,29.63433853,52.13053603,4.211062686,Cash,126,Toronto
2022-03-07 13:00,KFC,Chinese,3.022494755,87.29349042,30.88010295,1.955618783,Credit Card,191,Toronto
2022-03-08 3:28,Dominos,American,6.65789959,89.61702144,48.91773698,1.167286495,Debit Card,135,Toronto
2022-03-09 23:58,McDonalds,Mediterranean,4.398994148,61.70143204,28.24788317,3.495555773,Credit Card,79,Toronto
2022-03-10 0:15,KFC,American,2.275225668,70.77521808,29.99415184,3.250048477,Debit Card,101,Toronto
2022-03-11 22:00,McDonalds,Thai,7.079437841,47.4901722,33.4584465,2.60852462,Debit Card,112,Toronto
2022-03-12 16:25,Burger King,Vegan,8.871458795,38.95229004,43.5662551,3.575575767,Debit Card,169,Toronto
2022-03-13 20:43,KFC,Italian,4.758158135,76.36856749,38.17689277,3.202453192,Credit Card,154,Toronto
2022-03-14 6:06,Dominos,Vegan,5.122364378,88.25938767,49.80579239,2.002326306,Debit Card,88,Toronto
2022-03-15 12:59,Subway,Mediterranean,9.128173464,70.596592,28.54269201,2.590915902,Cash,90,Toronto
2022-03-16 20:52,Taco Bell,Mexican,8.508870507,58.4852019,20.42689151,2.712454279,Gift Card,170,Toronto
2022-03-17 7:19,McDonalds,Mexican,7.719622588,28.50860518,51.06229887,4.520991978,Gift Card,157,Toronto
2022-03-18 11:29,KFC,Thai,3.99037651,19.54399057,52.86597336,4.843616617,Debit Card,114,Toronto
2022-03-19 17:39,Dominos,Mediterranean,9.28173324,52.88380217,22.37920652,4.57200545,Gift Card,167,Toronto
2022-03-20 14:06,KFC,Japanese,3.23532606,19.19471291,44.43630089,3.876712096,Gift Card,128,Toronto
2022-03-21 7:01,Dominos,Japanese,7.014164155,63.39344371,35.12827135,3.339970934,Debit Card,57,Toronto
2022-03-22 20:12,Dominos,Japanese,2.230409444,47.53198126,51.75582621,3.757046542,Debit Card,146,Toronto
2022-03-23 20:01,Dominos,Italian,7.149758451,79.36107517,54.97658217,4.756436883,Cash,67,Toronto
2022-03-24 10:07,Chipotle,Italian,4.217154815,40.98012223,54.04015067,1.999994941,PayPal,145,Toronto
2022-03-25 22:18,Taco Bell,Japanese,5.597415817,65.40352958,51.08816989,3.140482031,Credit Card,82,Toronto
2022-03-26 0:19,Subway,Mexican,4.762116416,60.70309935,30.76208915,3.758432076,Debit Card,54,Toronto
2022-03-27 11:15,Subway,Mediterranean,3.38205405,15.40055617,52.47558574,3.716988005,Debit Card,176,Toronto
2022-03-28 6:21,KFC,Chinese,6.975846321,21.15309885,41.33913904,2.009115838,Gift Card,123,Toronto
2022-03-29 10:08,KFC,Mediterranean,9.055804441,39.68129806,22.11026459,3.34692611,Cash,175,Toronto
2022-03-30 2:22,Dominos,Japanese,9.672673938,89.98998189,38.277554,4.18365257,Gift Card,54,Toronto
2022-03-31 1:01,Chipotle,Mediterranean,3.538770905,27.49627117,57.68631668,2.90031592,Debit Card,83,Toronto
2022-04-01 21:05,Dominos,Indian,7.738982193,75.42601809,55.51437399,4.173192307,Debit Card,73,Toronto
2022-04-02 3:57,Chipotle,Italian,7.314714933,97.73615812,24.09057124,2.439530391,Gift Card,194,Toronto
2022-04-03 19:14,Dominos,Italian,4.747022317,82.19824198,49.76506743,4.755040509,Debit Card,144,Toronto
2022-04-04 19:06,McDonalds,Mexican,2.152793595,35.65035574,52.23171464,3.135713762,PayPal,120,Toronto
2022-04-05 15:26,McDonalds,Chinese,7.518329979,92.21104714,30.85552753,3.383791803,Credit Card,141,Toronto
2022-04-06 5:41,Burger King,Japanese,9.563958884,22.9141083,38.86434283,1.125446275,Credit Card,174,Toronto
2022-04-07 7:34,Dominos,Vegan,7.056960975,54.79206506,48.43951766,1.681076549,Credit Card,71,Toronto
2022-04-08 20:21,Taco Bell,Mexican,5.482341794,90.44106216,37.56165955,3.531735522,PayPal,64,Toronto
2022-04-09 4:41,Burger King,Mexican,6.201231153,69.50758529,24.51187675,2.679481487,Debit Card,150,Toronto
2022-04-10 14:45,KFC,Chinese,3.597030461,50.159788,48.23529779,3.032655162,Gift Card,64,Toronto
2022-04-11 17:04,A&W,American,8.00435331,39.88909367,56.46554759,1.251885635,Cash,102,Toronto
2022-04-12 12:02,Dominos,Japanese,7.97135864,46.88344945,46.09938914,4.336540954,Debit Card,198,Toronto
2022-04-13 22:35,McDonalds,Vegan,3.164138403,58.26005139,50.95202994,4.138022409,PayPal,151,Toronto
2022-04-14 20:35,A&W,Italian,9.02382706,42.11873404,34.33450143,1.741415903,PayPal,162,Toronto
2022-04-15 1:26,Chipotle,Chinese,4.153517916,97.36226828,27.32792981,3.537317429,Credit Card,81,Toronto
2022-04-16 11:04,A&W,Vegan,9.858048487,94.31160051,45.71094646,4.273260847,Debit Card,70,Toronto
2022-04-17 14:21,Taco Bell,Indian,5.063224112,89.0070748,33.11084823,3.563416546,Credit Card,132,Toronto
2022-04-18 1:00,Dominos,Mexican,3.42307247,50.85553602,54.40294076,2.241592381,Cash,63,Toronto
2022-04-19 13:16,Subway,Chinese,4.813760891,73.76065039,24.905122,3.624444602,Credit Card,64,Toronto
2022-04-20 1:34,A&W,Italian,5.52144263,91.7404911,37.33854799,1.841846991,Cash,197,Toronto
2022-04-21 13:05,Subway,Mediterranean,2.554462184,87.28650645,35.86910402,2.273019989,PayPal,83,Toronto
2022-04-22 19:30,Chipotle,Italian,6.62574705,50.21779619,57.52215414,1.960278612,Credit Card,132,Toronto
2022-04-23 21:09,Burger King,Indian,6.781059519,24.55281419,26.12539202,3.22770041,Credit Card,58,Toronto
2022-04-24 16:00,Subway,Chinese,7.911443643,21.42858093,20.393873,1.432906587,Gift Card,126,Toronto
2022-04-25 4:56,Burger King,Indian,2.233359138,64.05044384,29.52340851,4.733241521,PayPal,190,Toronto
2022-04-26 19:06,McDonalds,Japanese,6.329905715,69.62337449,52.81107439,2.334049415,Gift Card,58,Toronto
2022-04-27 11:33,Dominos,Japanese,2.423259466,87.23662139,28.37287264,1.875880508,Cash,85,Toronto
2022-04-28 6:38,A&W,Mediterranean,7.60915376,39.86377673,29.63512255,2.986199254,Cash,166,Toronto
